                      Player    Year      2P     3P   eFG%    AST    BLK     FT      MP    ORB    DRB    TRB    STL     PTS     G  all_nba      prob
22822  Giannis Antetokounmpo  2014.0   132.0   41.0  0.463  150.0   61.0  138.0  1897.0   78.0  261.0  339.0   60.0   525.0  77.0      0.0  0.000233
22960           Kevin Durant  2014.0   657.0  192.0  0.560  445.0   59.0  703.0  3122.0   58.0  540.0  598.0  103.0  2593.0  81.0      1.0  0.951712
22984           LeBron James  2014.0   651.0  116.0  0.610  488.0   26.0  439.0  2902.0   81.0  452.0  533.0  121.0  2089.0  77.0      1.0  0.944853
23043            Mike Miller  2014.0   106.0  107.0  0.602  130.0    5.0   46.0  1707.0   30.0  177.0  207.0   26.0   579.0  82.0      0.0  0.000097
23044           Mike Muscala  2014.0    31.0    0.0  0.425    7.0   10.0   14.0   215.0   17.0   35.0   52.0    3.0    76.0  20.0      0.0  0.000071
23135      Russell Westbrook  2014.0   278.0   68.0  0.480  319.0    7.0  242.0  1412.0   55.0  208.0  263.0   88.0  1002.0  46.0      0.0  0.062475
23149          Shane Battier  2014.0    32.0   73.0  0.515   63.0   39.0   15.0  1468.0   34.0  104.0  138.0   50.0   298.0  73.0      0.0  0.000117
23215           Vince Carter  2014.0   184.0  146.0  0.497  212.0   35.0  161.0  1973.0   67.0  217.0  284.0   61.0   967.0  81.0      0.0  0.000261
23225          Zach Randolph  2014.0   558.0    2.0  0.468  200.0   23.0  250.0  2705.0  265.0  530.0  795.0   54.0  1372.0  79.0      0.0  0.029283
23375         Deron Williams  2015.0   211.0   87.0  0.443  448.0   17.0  201.0  2114.0   29.0  208.0  237.0   64.0   884.0  68.0      0.0  0.001203
23398            Dwyane Wade  2015.0   480.0   29.0  0.483  299.0   21.0  284.0  1971.0   58.0  161.0  219.0   73.0  1331.0  62.0      0.0  0.019915
23433  Giannis Antetokounmpo  2015.0   376.0    7.0  0.496  207.0   85.0  257.0  2541.0  100.0  442.0  542.0   73.0  1030.0  81.0      0.0  0.001575
23588           Kevin Durant  2015.0   174.0   64.0  0.578  110.0   25.0  146.0   913.0   16.0  162.0  178.0   24.0   686.0  27.0      0.0  0.000180
23620           LeBron James  2015.0   504.0  120.0  0.535  511.0   49.0  375.0  2493.0   51.0  365.0  416.0  109.0  1743.0  69.0      1.0  0.909463
23667            Mike Miller  2015.0     5.0   32.0  0.465   46.0    4.0    3.0   701.0    4.0   87.0   91.0   14.0   109.0  52.0      0.0  0.000153
23668           Mike Muscala  2015.0    74.0    9.0  0.579   25.0   19.0   22.0   502.0   52.0   67.0  119.0   16.0   197.0  40.0      0.0  0.000174
23767      Russell Westbrook  2015.0   541.0   86.0  0.455  574.0   14.0  546.0  2302.0  124.0  364.0  488.0  140.0  1886.0  67.0      1.0  0.756454
23860           Vince Carter  2015.0    66.0   69.0  0.417   79.0   14.0   45.0  1091.0   27.0  106.0  133.0   43.0   384.0  66.0      0.0  0.000081
23873          Zach Randolph  2015.0   447.0    7.0  0.491  153.0   14.0  228.0  2304.0  225.0  522.0  747.0   69.0  1143.0  71.0      0.0  0.004733
24019         Deron Williams  2016.0   224.0   97.0  0.477  378.0   14.0  179.0  2106.0   19.0  171.0  190.0   61.0   918.0  65.0      0.0  0.000759
24037            Dwyane Wade  2016.0   533.0    7.0  0.459  344.0   42.0  322.0  2258.0   82.0  220.0  302.0   79.0  1409.0  74.0      0.0  0.019536
24065  Giannis Antetokounmpo  2016.0   485.0   28.0  0.520  345.0  113.0  296.0  2823.0  113.0  499.0  612.0   94.0  1350.0  80.0      0.0  0.064880
24202           Kevin Durant  2016.0   512.0  186.0  0.573  361.0   85.0  447.0  2578.0   45.0  544.0  589.0   69.0  2029.0  72.0      1.0  0.945754
24238           LeBron James  2016.0   650.0   87.0  0.551  514.0   49.0  359.0  2709.0  111.0  454.0  565.0  104.0  1920.0  76.0      1.0  0.953139
24281            Mike Miller  2016.0     3.0   19.0  0.508   40.0    4.0    0.0   373.0    6.0   47.0   53.0   13.0    63.0  47.0      0.0  0.000143
24282           Mike Muscala  2016.0    64.0   12.0  0.539   34.0   27.0   31.0   565.0   38.0   79.0  117.0   13.0   195.0  60.0      0.0  0.000119
24361      Russell Westbrook  2016.0   555.0  101.0  0.489  834.0   20.0  465.0  2750.0  145.0  481.0  626.0  163.0  1878.0  80.0      1.0  0.960012
24444           Vince Carter  2016.0    74.0   59.0  0.474   56.0   16.0   70.0  1005.0   31.0  115.0  146.0   38.0   395.0  60.0      0.0  0.000138
24454          Zach Randolph  2016.0   425.0    6.0  0.479  142.0   13.0  172.0  2016.0  179.0  350.0  529.0   43.0  1040.0  68.0      0.0  0.000504
24604         Deron Williams  2017.0   178.0   85.0  0.509  360.0    8.0   90.0  1657.0   14.0  133.0  147.0   31.0   701.0  64.0      0.0  0.000558
24605         Deron Williams  2017.0   132.0   63.0  0.500  274.0    2.0   69.0  1171.0   13.0   89.0  102.0   25.0   522.0  40.0      0.0  0.000473
24606         Deron Williams  2017.0    46.0   22.0  0.537   86.0    6.0   21.0   486.0    1.0   44.0   45.0    6.0   179.0  24.0      0.0  0.000146
24630            Dwyane Wade  2017.0   369.0   45.0  0.457  229.0   41.0  223.0  1792.0   64.0  207.0  271.0   86.0  1096.0  60.0      0.0  0.011265
24659  Giannis Antetokounmpo  2017.0   607.0   49.0  0.541  434.0  151.0  471.0  2845.0  142.0  558.0  700.0  131.0  1832.0  80.0      1.0  0.922865
24823           Kevin Durant  2017.0   434.0  117.0  0.594  300.0   99.0  336.0  2070.0   39.0  474.0  513.0   66.0  1555.0  62.0      1.0  0.547420
24878           LeBron James  2017.0   612.0  124.0  0.594  646.0   44.0  358.0  2794.0   97.0  543.0  640.0   92.0  1954.0  74.0      1.0  0.959790
24927            Mike Miller  2017.0     1.0    8.0  0.565   22.0    0.0    2.0   151.0    3.0   36.0   39.0    2.0    28.0  20.0      0.0  0.000185
24928           Mike Muscala  2017.0   124.0   46.0  0.573   95.0   41.0   49.0  1237.0   76.0  164.0  240.0   30.0   435.0  70.0      0.0  0.000119
25012      Russell Westbrook  2017.0   624.0  200.0  0.476  840.0   31.0  710.0  2802.0  137.0  727.0  864.0  133.0  2558.0  81.0      1.0  0.984829
25099           Vince Carter  2017.0    81.0  112.0  0.508  133.0   36.0   88.0  1799.0   36.0  191.0  227.0   60.0   586.0  73.0      0.0  0.000161
25116          Zach Randolph  2017.0   412.0   21.0  0.460  122.0   10.0  141.0  1786.0  182.0  416.0  598.0   38.0  1028.0  73.0      0.0  0.000607
